268524,10621
740556,3816
826899,10824
600425,11053
490320,10840
740061,5292
224859,11328
553193,8477
672902,8548
344121,14383
348038,6233
374557,6255
435578,6862
560202,7069
917971,7957
389939,6814
519673,10735
385885,8942
826536,16610
449017,7566
193292,10441
829176,10143
291422,16946
946672,7836
824624,8158
829586,7254
301272,9234
471676,10053
843460,7132
538885,11370
395094,12263
223375,10726
839358,10437
741040,7719
481238,10451
592671,8801
646327,11359
930727,12229
887397,6984
593185,10937
262356,8631
781567,14898
586454,12377
136108,11768
123660,10695
644360,11271
541789,11102
111386,12125
754861,7628
399170,7763
413923,4849
363334,8628
387437,11138
892099,8039
145074,12711
664549,8424
462762,8930
555514,8888
312664,10381
587823,16262
466573,14999
705861,11594
521010,11794
250437,11637
926251,12200
714938,10349
836855,9789
966689,8988
552294,11509
750424,7316
959410,10737
498795,9087
269387,9391
507824,13166
275631,5825
886394,7668
267074,8006
422167,4464
611287,12851
338241,6138
986920,8606
437379,10631
386935,14013
870577,10605
291581,10988
127169,9774
435087,12268
128436,8568
798373,8722
477913,11358
314257,8506
739548,8998
945272,9218
965424,13342
482276,9302
433917,5752
784072,9628
462173,11728
435094,5690
734848,15964
166347,6272
191935,8498
504751,7116
334261,9933
382886,9289
418378,6356
338118,13657
451096,14567
337369,11344
368132,9376
566623,11964
276041,7475
276390,13425
506276,11768
776552,12868
359002,8816
949226,10534
517736,10896
774984,5511
989578,7526
811328,8267
242645,10731
531557,9337
598143,8529
733973,5916
745122,11990
917256,12021
270713,6739
673464,7538
488932,8906
289768,8803
351792,8574
469065,6848
977982,9391
336419,12265
445016,10084
953468,9340
530015,10581
302399,9795
910085,9954
692762,7032
616042,9279
400820,13879
695726,7663
569862,13317
791285,13659
685292,10295
159458,12220
685284,13906
385140,11266
528723,14580
793495,6249
897155,6943
538575,10188
963486,10006
518902,8670
840202,9368
621079,15199
468200,6064
936120,5944
209667,10805
127679,10243
295059,9207
577849,11266
959445,7398
944259,15489
236693,13112
340959,5987
682863,16926
637224,4912
428380,9686
592235,9463
377531,13062
284490,10545
254654,8261
458884,11363
969580,8133
616495,10930
972921,14304
552568,8847
104130,10460
938904,5009
696907,12254
114936,9527
478288,11687
230544,6474
280186,12630
273727,5832
930023,10080
262452,10884
235830,6574
123078,14550
344046,12576
427114,13540
667426,6798
719238,12548
415846,8049
814710,8458
858469,10029
331786,10250
624718,11123
587755,8641
215504,10133
687685,14312
609304,6754
176439,13938
191059,11138
441002,10805
337763,11039
116510,8042
795090,12396
988853,9451
309679,11205
283938,12128
402569,8738
553821,9689
867196,10648
130683,6580
124048,6089
597892,14352
488700,10055
844355,13983
258055,7279
338291,10527
719387,9564
829774,12440
315168,10807
460234,8418
639355,10542
116056,5711
675160,8688
549730,10769
750380,7316
106741,10548
866480,14091
468275,10439
727614,10756
231820,7479
816919,10918
985735,9548
562900,9694
500407,9690
376414,14898
483175,10872
646891,15617
968264,11324
781285,8458
809785,11887
125083,12653
712840,9552
838558,11347
652199,10468
954108,12882
905346,8112
579445,5938
246523,8325
458226,8982
851409,10890
167482,11132
226700,12268
994917,9011
537040,11013
865115,4780
759134,8511
821775,7994
295193,10450
912788,14844
625819,7037
213056,9036
126074,12888
115512,10086
676484,13707
920715,13883
321858,8869
432170,13472
853327,13548
314539,9014
785041,11352
717317,11558
120889,8792
630218,4023
861829,13378
944763,10236
200934,10307
125857,13184
796845,8355
543472,8612
814008,10092
274324,13880
878523,9527
566331,11298
211863,9140
457681,9330
261138,10568
520732,8476
691222,11649
593511,14292
456841,9032
937738,9447
562170,8783
853605,11937
203751,12237
203036,10355
112063,9281
169310,10407
813424,9016
974434,10183
699586,9075
349449,12980
910751,8328
609704,10298
731717,12004
851645,10804
959567,10279
782797,13144
357609,11424
567934,9465
156969,11570
525774,10956
818855,11601
727593,4493
960158,10075
824644,9061
385662,6462
260568,12091
404749,9404
497296,9050
640166,6855
437688,8155
137655,8539
440678,10404
392100,12828
332083,12133
219277,9483
153345,10679
574916,9180
221081,14983
577512,10368
211305,8778
663141,8680
251086,14072
522748,13023
855059,12287
468976,9472
188484,11076
159235,10399
284906,7025
716754,10978
794137,9599
698955,6463
884732,10390
429851,10493
881231,6836
876720,16145
779550,10406
670835,10465
152822,11259
515200,13392
905996,7332
154440,14251
578173,11328
257298,7963
243426,11598
841980,7533
236562,10209
729326,10793
201722,9435
962901,9185
246518,12420
545416,12766
483085,4477
531319,5690
703990,10499
756987,9144
737366,13257
492850,8474
996217,9125
399320,11308
882579,15086
814478,11454
535880,11076
507415,9641
487372,8982
535287,14912
327117,8676
717788,8624
520035,13800
589190,10251
477085,9824
174526,9951
108117,9491
331145,5503
785812,17517
164428,6860
486326,9665
328625,6895
750362,12138
141317,9921
417580,14134
584410,9125
986936,13011
767767,11311
234657,6954
408650,9428
237488,11408
599241,14376
576806,9982
208007,9077
677062,6086
815072,11198
545760,7093
880847,10835
175368,10512
690790,13328
535924,7320
435594,10181
701102,10858
734263,12551
179326,10796
249457,7990
591989,7713
337555,12320
487332,8992
118377,13175
321282,10333
897813,11204
215360,7142
648039,5529
608964,8927
358004,11754
460904,10483
983050,9616
310548,7247
995962,12268
459013,8088
609459,9014
973841,11696
994740,9844
822686,13144
853208,13459
204226,11621
869460,10479
216498,6961
431291,10916
432685,12117
109339,9271
639767,9872
373211,5821
662399,8971
629633,11175
635595,13363
298071,8770
843069,8458
320437,11328
102936,13141
204006,11024
674015,7125
907824,9441
448444,7998
106677,8651
721297,8600
263395,11973
580363,6672
239522,9662
807744,6367
337909,9537
511029,11029
908211,9431
835633,10321
340322,9419
920875,7604
700487,9610
703562,11482
978083,8033
329579,8927
925638,9101
207703,6664
713444,8948
358899,9919
251215,10101
979000,10944
326658,7690
509820,11521
157269,7762
905982,7842
591563,9397
659334,9877
248356,5485
692050,17165
947879,10106
979273,13422
606857,9963
795017,5812
600603,9161
805020,12045
423030,10448
986664,10466
118972,9434
170229,9693
275134,9865
483768,11972
919587,9156
454448,14144
203406,9628
412043,6660
651006,9632
698746,10291
906435,12150
877142,11309
587260,14601
895094,6350
450527,13082
902862,7640
323896,6280
989729,6668
354180,9592
403306,7466
655554,9958
494362,10562
507282,10700
471760,6862
638585,7997
114148,12326
590259,11653
548175,10162
659731,14597
830946,14863
412769,7812
472007,8629
200821,9871
491179,9693
209269,10267
134854,7848
477152,9535
556335,10453
270687,11392
957642,11269
562892,7063
568053,13190
326680,6861
812296,10934
756546,10941
151748,11985
542894,8842
427246,7973
784730,11619
502350,9234
688760,15482
392333,10147
481131,4202
265419,10057
418438,9218
283234,11731
747659,8947
777587,10198
809074,10179
452078,13100
339594,11592
242137,6245
648813,11901
834269,14262
631483,10032
964965,9654
871618,5297
818558,12288
201156,11278
553408,9588
194872,8200
130683,7526
452572,9993
901216,7848
385237,11211
569350,11947
463523,13639
215795,7679
430938,12513
389209,6238
902712,9447
100043,7840
833511,14316
514142,6299
605067,8290
818120,11064
984057,8814
745655,6126
111374,8109
220889,8358
584759,4757
129089,9956
708559,7833
991558,7133
486455,5280
658876,11448
340819,12895
686982,12415
280724,9792
224555,5495
351843,11362
614197,10129
689846,13527
363204,11866
916164,10645
635327,9972
697981,9125
510393,9544
822001,7039
531967,12171
836590,11006
758950,8148
228894,8316
938224,10535
275398,8451
878100,9428
159512,5583
630982,11445
200804,12935
533669,12481
454497,8344
393631,7441
636527,9442
684302,7605
147860,11254
521777,8301
458186,10212
787829,9838
996857,8539
468570,10145
452079,10998
425743,11028
278867,13007
187357,10107
875399,8017
186905,8439
442857,12388
761311,13625
910712,7893
796682,16606
851532,9163
477943,13966
980097,12010
