(1,826536,16610)
(1,291422,16946)
(1,587823,16262)
(1,466573,14999)
(1,734848,15964)
(1,621079,15199)
(1,944259,15489)
(1,682863,16926)
(1,646891,15617)
(1,876720,16145)
(1,882579,15086)
(1,785812,17517)
(1,692050,17165)
(1,688760,15482)
(1,796682,16606)
(1,637249,15864)
(1,190754,17884)
(1,376634,15044)
(1,481504,16647)
(1,544243,15956)
(1,737590,15239)
(1,254836,15459)
(1,239620,15660)
(1,871553,17664)
(1,805862,16397)
(1,478109,16086)
(1,614739,15781)
(1,973359,15142)
(1,291906,15306)
(1,259616,17352)
(1,181586,15888)
(1,628132,15157)
(1,864985,16350)
(1,895197,16129)
(1,335959,15738)
(1,963451,15867)
(1,974445,15605)
(1,705362,15225)
(1,221736,15630)
(1,185755,17343)
(1,512479,16193)
(1,468992,15170)
(1,107981,16205)
(1,764213,15544)
(1,363821,16061)
(1,851323,16743)
(1,558748,17406)
(1,751881,18552)
(1,143720,15761)
(1,900140,15067)
(1,322932,18043)
(1,224284,18229)
(1,882207,15601)
(1,302042,15261)
(1,301313,15133)
(1,374934,15436)
(1,169406,15028)
(1,486623,16540)
(1,481398,18436)
(1,381278,17270)
(1,984469,15912)
(1,146482,15486)
(1,669733,17457)
(1,407643,16472)
(1,555335,15045)
(1,432810,15317)
(1,638488,15025)
(1,980411,15993)
(1,507814,16547)
(1,157565,19331)
(1,896038,16356)
(1,598835,17804)
(1,359404,19106)
(1,436724,17216)
(1,693374,15079)
(1,167309,15065)
(1,494100,17002)
(1,508791,16061)
(1,252335,16437)
(1,444599,15468)
(1,431648,15853)
(1,553556,15340)
(1,175218,16939)
(1,479540,15120)
(1,419287,15797)
(1,533088,15179)
(1,609101,16244)
(1,748517,15166)
(1,315651,15307)
(1,779835,17353)
(1,582692,15281)
(1,336329,15615)
(1,993701,15048)
(1,102967,16782)
(1,913034,15696)
(1,640269,15527)
(1,814206,16519)
(1,892476,15924)
(1,836628,17062)
(1,703854,16406)
(1,841081,17123)
(1,698424,15088)
(1,741898,15224)
(1,376019,15446)
(1,687546,16116)
(1,214307,15735)
(1,180125,15756)
(1,743701,16499)
(1,880447,15642)
(1,108037,15718)
(1,802251,15758)
(1,108628,15501)
(1,146297,17521)
(1,186564,15089)
(1,121567,16020)
(1,912345,15019)
(1,619810,15976)
(1,608460,15501)
(1,834481,16152)
(1,715443,20261)
(1,360688,15536)
(1,776144,15962)
(1,430693,15139)
(1,872323,15231)
(1,417302,15481)
(1,493020,15360)
(1,750161,16792)
(1,785877,16102)
(1,307059,15059)
(1,844358,15475)
(1,857844,18558)
(1,243677,15099)
(1,806225,19552)
(1,772232,16883)
(1,829698,16590)
(1,919788,15931)
(1,772510,15579)
(1,640282,15953)
(1,478475,15025)
(1,317576,15831)
(1,315181,15062)
(1,802821,15135)
(1,520173,16412)
(1,462260,16265)
(1,504301,15281)
(1,429601,15565)
(1,857601,15442)
(1,288120,15275)
(1,296180,15311)
(1,646971,18272)
(1,406099,16219)
(1,115183,15313)
(1,581203,15690)
(1,864537,15589)
(1,415140,16935)
(1,473220,15991)
(1,880315,16047)
(1,356176,16240)
(1,656132,16261)
(1,142905,15065)
(1,614160,15507)
(1,509927,15526)
(1,958091,15216)
(1,814822,17026)
(1,484482,20237)
(1,905360,15239)
(1,629416,15121)
(1,715960,15323)
(1,380609,15064)
(1,316754,15531)
(1,299794,15013)
(1,151931,15602)
(1,634849,15165)
(1,624910,15209)
(1,890606,15131)
(1,891009,15913)
(1,429677,17889)
(1,172366,16367)
(1,451121,15489)
(1,909596,15600)
(1,247050,15182)
(1,900243,15017)
(1,173187,15862)
(1,156102,17317)
(1,744091,16363)
(1,268214,15345)
(1,216002,15881)
(1,568537,15005)
(1,535276,17618)
(1,402037,15606)
(1,225097,15171)
(1,700473,16695)
(1,867835,17516)
(1,997050,15072)
(1,239842,15440)
(1,671302,15245)
(1,835645,17898)
(1,771069,15131)
(1,823326,18150)
(1,548779,15086)
(1,984289,15387)
(1,384303,16889)
(1,526254,16767)
(1,791229,15341)
(1,613231,16212)
(1,984253,15096)
(1,954074,15354)
(1,521022,15217)
(1,362750,15509)
(1,748576,16254)
(1,546239,15131)
(1,642196,15291)
(1,882299,16558)
(1,795109,15509)
(1,480192,15060)
(1,809572,15245)
(1,846686,16072)
(1,967137,15155)
(1,389308,19815)
(1,685278,15724)
(1,187242,15617)
(1,105708,16685)
(1,243669,17322)
(1,809120,15372)
(1,947313,15844)
(1,141079,16152)
(1,707792,15400)
(1,966767,15157)
(1,399582,15669)
(1,290867,15589)
(1,291683,15091)
(1,951000,16069)
(1,439778,15367)
(2,191621,15336)
(2,145954,15376)
(2,571581,15540)
(2,847787,15335)
(2,264717,15260)
(2,612199,16891)
(2,812855,15372)
(2,816780,15650)
(2,697590,16084)
(2,868670,15543)
(2,772928,16795)
(2,952551,15214)
(2,981219,15094)
(2,588714,15861)
(2,492971,15595)
(2,547334,15134)
(2,862789,15706)
(2,915535,15134)
(2,716703,15746)
(2,624949,15511)
(2,242845,15246)
(2,556028,15271)
(2,351179,15287)
(2,935441,15206)
(2,515488,16198)
(2,707614,17102)
(2,550142,15405)
(2,836070,15172)
(2,572512,15692)
(2,888689,15347)
(2,767099,15088)
(2,548429,15434)
(2,701101,15479)
(2,977010,15065)
(2,415240,16975)
(2,811006,16449)
(2,258334,17061)
(2,545188,15613)
(2,341881,15397)
(2,427891,16400)
(2,111575,15535)
(2,717639,17002)
(2,598145,15115)
(2,843718,15118)
(2,562505,15676)
(2,427410,15583)
(2,505117,15836)
(2,907152,15664)
(2,460993,15645)
(2,595380,16580)
(2,805229,16302)
(2,835552,15765)
(2,483085,15554)
(2,295558,15297)
(2,945539,15497)
(2,872790,15298)
(2,380349,16777)
(2,100595,15534)
(2,979653,15071)
(2,644340,15958)
(2,210600,15608)
(2,502115,15690)
(2,109674,15342)
(2,234179,15484)
(2,363680,16202)
(2,295153,15778)
(2,482943,16788)
(2,624575,16196)
(2,287832,15645)
(2,283786,15784)
(2,932271,15892)
(2,993061,20260)
(2,556430,15533)
(2,558180,15135)
(2,116567,16231)
(2,206070,15915)
(2,552833,16902)
(2,130596,15373)
(2,801897,16163)
(2,719923,15121)
(2,573104,15207)
(2,538519,15365)
(2,525393,18004)
(2,403390,16101)
(2,401125,15256)
(2,202087,15245)
(2,846206,15623)
(2,765109,15888)
(2,224262,15426)
(2,718014,16722)
(2,830732,15259)
(2,738754,15252)
(2,207540,15438)
(2,883666,16071)
(2,994108,15633)
(2,223880,16327)
(2,420861,16084)
(2,682339,15499)
(2,509301,16290)
(2,798432,15488)
(2,322541,15037)
(2,893723,15553)
(2,691081,17973)
(2,139521,15556)
(2,698127,15435)
(2,203200,15232)
(2,730174,17914)
(2,582088,15074)
(2,516698,15782)
(2,431343,15734)
(2,163039,16929)
(2,764259,15177)
(2,506388,15647)
(2,138135,16397)
(2,622695,16558)
(2,625685,15328)
(2,799167,16463)
(2,533729,15564)
(2,335858,15884)
(2,815294,15423)
(2,896750,17768)
(2,389567,15568)
(2,541421,16102)
(2,906828,15140)
(2,241982,16224)
(2,693006,15701)
(2,219925,16511)
(2,880593,15130)
(2,388134,15342)
(2,124304,15217)
(2,565535,15551)
(2,976910,15357)
(2,322249,15549)
(2,975685,15064)
(2,898308,15355)
(2,951481,16138)
(2,107927,15868)
(2,440097,16262)
(2,281674,15282)
(2,582138,15364)
(2,539064,15404)
(2,339829,15141)
(2,779361,15629)
(2,560072,15446)
(2,565714,15264)
(2,316246,15543)
(2,858641,15034)
(2,815499,15654)
(2,643583,16624)
(2,194045,17432)
(2,813686,15304)
(2,318915,15575)
(2,388110,16994)
(2,826616,15254)
(2,432624,16444)
(2,592426,16749)
(2,616287,15513)
(2,790275,15094)
(2,283771,16139)
(2,246205,16466)
(2,962973,15026)
(2,582140,15938)
(2,297204,15610)
(2,285849,17119)
(2,747227,15889)
(2,761152,15953)
(2,902037,18277)
(2,499762,18447)
